date,company,open,close,Avg_Tweet_Sentiment,Avg_News_Sentiment,value,Prev_Close,Prev_TweetSentiment,Prev_NewsSentiment,Label,EMA_5,EMA_10,BB_MA,BB_Upper,BB_Lower,RSI,MACD,Signal_Line,Lag_Tweet_Sentiment_1,Lag_News_Sentiment_1
2020-05-11,Tesla,52.7007,54.086,0.0685643333333333,0.96495,303.294,168.47,0.0,0.86915,0,173.82154829450445,173.39100725825608,168.2475,197.43882089833352,139.0561791016665,51.65040356583544,-10.02397799995299,-14.212296613007073,0.0,0.8983857142857143
2020-05-12,Tesla,55.1334,53.9607,0.093211,0.95475,303.294,172.08,0.0,0.9433142857142858,0,173.24103219633633,173.1526423022095,167.5565,195.6209388393645,139.4920611606355,52.089053360391546,-9.406796164632482,-13.251196523332155,0.0,0.86915
2020-05-13,Tesla,54.722,52.7307,0.07916,0.4696714285714286,303.294,167.98,0.0,0.4013,0,171.48735479755754,172.21216188362592,166.7055,193.54843534423438,139.86256465576562,58.72417737702711,-9.143114713431117,-12.429580161351948,0.0,0.9433142857142858
2020-05-14,Tesla,52.0,53.5554,0.0745073333333333,0.44737,303.294,171.89,0.0,0.9680666666666666,0,171.62156986503837,172.15358699569393,167.226,194.0460038463047,140.4059961536953,59.07665621455733,-8.520422810484973,-11.647748691178554,0.0,0.4013
2020-05-15,Tesla,52.69,53.278,0.1638889724310777,0.9299428571428572,303.294,177.55,0.0,0.8535714285714285,0,173.59771324335892,173.13475299647683,168.248,195.00262269944173,141.49337730055825,53.50917083522815,-7.483949977003135,-10.814988948343471,0.0,0.9680666666666666
2020-05-18,Tesla,55.1854,54.242,0.1270906666666666,0.7268571428571429,303.294,177.46,0.0,0.50192,0,174.8851421622393,173.92116154257195,169.7685,194.85514587091387,144.6818541290861,56.9676430242879,-6.593790919693959,-9.97074934261357,0.0,0.8535714285714285
2020-05-19,Tesla,54.3447,53.8674,0.1097210526315789,0.3246625,303.294,176.89,0.0,0.9125833333333334,0,175.55342810815955,174.4609503530134,170.4635,195.5296073542492,145.3973926457508,55.22512045190229,-5.866700023856907,-9.149939478862237,0.0,0.50192
2020-05-20,Tesla,54.7,54.3707,0.0651725593667546,0.6453222222222222,303.294,180.14,0.0,0.7257666666666666,0,177.0822854054397,175.49350483428367,171.2165,196.5054976284676,145.9275023715324,42.59239535626797,-4.97092567499476,-8.314136718088742,0.0,0.9125833333333334
2020-05-21,Tesla,54.4,55.1734,0.1042495978552278,0.6455833333333333,303.294,174.95,0.0,0.9464166666666666,0,176.37152360362649,175.39468577350482,172.8615,194.1213829278355,151.60161707216452,45.28365983467331,-4.626476533578597,-7.576604681186714,0.0,0.7257666666666666
2020-05-22,Tesla,54.8116,54.4587,0.1206773333333333,0.8812,303.294,186.6,0.0,0.6621285714285714,0,179.781015735751,177.43201563286758,174.95749999999998,192.45097291811575,157.4640270818842,52.76387044038009,-3.3745408639952927,-6.73619191774843,0.0,0.9464166666666666
2020-05-26,Tesla,55.6334,54.5914,0.1417783410138249,0.83664,303.294,184.47,0.0,0.9435375,0,181.3440104905007,178.71164915416435,175.7665,193.4570865839496,158.0759134160504,64.54193225846768,-2.525137808179352,-5.893981095834615,0.0,0.6621285714285714
2020-05-27,Tesla,54.724,54.682,0.1458143333333333,0.6353,303.294,193.17,0.0,0.8949666666666666,0,185.28600699366712,181.34044021704355,177.4155,195.14098266732054,159.69001733267947,64.4708829054477,-1.1368574902816135,-4.942556374724015,0.0,0.9435375
2020-05-28,Tesla,54.234,53.7207,0.124995,0.8533166666666667,303.294,253.21,0.0,0.9573,0,207.9273379957781,194.40763290485378,181.8605,219.33415978783955,144.38684021216045,77.33844556274461,4.753297829897889,-3.0033855337996345,0.0,0.8949666666666666
2020-05-29,Tesla,53.9167,55.6667,0.1421683333333333,0.25236,303.294,176.75,0.0,0.0,0,197.5348919971854,191.19715419488034,180.99550000000002,218.08110763536467,143.90989236463537,49.72778633795583,3.2145500285582216,-1.7597984213280633,0.0,0.9573
2020-06-01,Tesla,57.2,59.8734,0.1312286666666666,0.981225,256.986,178.08,0.0,0.0,0,191.04992799812362,188.81221706853844,180.7355,217.82658303962876,143.64441696037125,52.573785419679695,2.07844220667036,-0.9921502957283788,0.0,0.0
2020-06-02,Tesla,59.6467,58.7707,0.1451996666666666,0.76115,303.841,207.52,0.0,0.94435,0,196.53995199874907,192.21363214698601,182.052,221.03200707515268,143.0719929248473,58.33803877282138,3.513133318220639,-0.09109357293857523,0.0,0.0
2020-06-03,Tesla,59.208,58.864,0.1157646666666666,0.6344166666666666,303.841,213.97,0.0,0.9297666666666666,0,202.34996799916607,196.16933539298856,184.6905,224.85349342744058,144.5275065725594,60.70181970493787,5.111673268087998,0.9494597952667395,0.0,0.94435
2020-06-04,Tesla,59.3254,57.6254,0.1661933333333333,0.9569625,303.841,176.29,0.0,0.0,0,193.66331199944406,192.55491077608156,185.002,224.78202651424067,145.22197348575935,50.884813384813384,3.300025955099869,1.4195730272333655,0.0,0.9297666666666666
2020-06-05,Tesla,58.5227,59.044,0.1202506666666666,0.93958,303.841,174.77,0.0,0.0,0,187.36554133296272,189.3212906349758,184.5025,224.54533279058492,144.45966720941507,49.43149284253579,1.721783462529686,1.4800151142926297,0.0,0.0
2020-06-08,Tesla,61.2667,63.328,0.1588843333333333,0.981025,303.841,177.48,0.0,0.0,0,184.07036088864183,187.16832870134385,184.486,224.54071436869697,144.431285631303,50.00404661702815,0.681829561370364,1.3203780037081765,0.0,0.0
2020-06-09,Tesla,62.6674,62.7114,0.1050746666666666,0.9733142857142856,303.841,234.86,0.0,0.9544666666666666,0,201.0002405924279,195.83954166473586,187.8055,232.95193238221722,142.65906761778277,59.53673543250091,4.43660266375133,1.9436229357168073,0.0,0.0
2020-06-10,Tesla,66.1254,68.3367,0.191693,0.6361399999999999,303.841,244.4,0.0,0.7601444444444445,0,215.46682706161863,204.66871590751114,191.42149999999998,242.46449251869117,140.3785074813088,60.3571658822771,8.088842528422987,3.1726668542580434,0.0,0.9544666666666666
2020-06-11,Tesla,66.0134,64.856,0.1539214285714285,0.4056,303.841,173.79,0.0,0.0,0,201.5745513744124,199.0544039243273,191.712,242.2569601215019,141.1670398784981,49.84559684804601,5.225396923497101,3.5832128681058553,0.0,0.7601444444444445
2020-06-12,Tesla,65.3334,62.352,0.1457275,0.896525,303.841,170.66,0.0,0.0,0,191.26970091627496,193.89178502899503,191.6505,242.2998956840346,141.0011043159654,47.829047722815424,2.672721342162049,3.4011145629170945,0.0,0.0
2020-06-15,Tesla,61.186,66.06,0.1448563333333333,0.98194,303.841,178.01,0.0,0.0,0,186.84980061084997,191.00418775099592,191.67350000000002,242.29634621539347,141.05065378460657,49.13251329430091,1.2286282645672202,2.9666173032471197,0.0,0.0
2020-06-16,Tesla,67.4567,65.4754,0.1749417302798982,0.9843666666666668,303.841,255.9,0.0,0.5977714285714286,0,209.86653374056664,202.80342634172393,195.59550000000002,253.24794815178925,137.94305184821079,57.10370756234005,6.29666214092947,3.6326262707835903,0.0,0.0
2020-06-17,Tesla,65.8474,66.1194,0.139044,0.7392933333333332,303.841,260.54,0.0,0.97594,0,226.75768916037777,213.3009851886832,199.778,263.5309754434626,136.0250245565374,50.94916219925933,10.565729569521778,5.019246930531228,0.0,0.5977714285714286
2020-06-18,Tesla,66.8667,66.9307,0.0863242424242424,0.8751125,303.841,187.44,0.0,0.0,0,213.65179277358519,208.59898788164986,200.143,263.50496704150237,136.78103295849766,51.39639992684902,7.95869431192861,5.607136406810705,0.0,0.97594
2020-06-19,Tesla,67.5187,66.7267,0.085734,0.8364833333333334,303.841,184.86,0.0,0.0,0,204.0545285157235,204.28280826680444,200.6385,263.32230476646265,137.95469523353734,50.88276652257696,5.6196359840487276,5.60963632225831,0.0,0.0
2020-06-22,Tesla,66.6634,66.288,0.1287346666666666,0.92062,303.841,183.01,0.0,0.0,0,197.039685677149,200.41502494556727,200.459,263.33234332650557,137.58565667349444,46.5617372275061,3.575420644723465,5.202793186751341,0.0,0.0
2020-06-23,Tesla,66.592,66.7854,0.207791,0.7794272727272727,303.841,264.61,0.0,0.7203333333333334,0,219.56312378476605,212.08683859182776,204.466,273.0081174860661,135.92388251393388,55.8668149589879,8.442483605141291,5.850731270429331,0.0,0.0
2020-06-24,Tesla,66.274,64.0567,0.19031,0.9754333333333332,303.841,256.6,0.0,0.8251714285714286,0,231.90874918984406,220.18014066604087,207.6375,279.75551727577846,135.51948272422152,59.99104277076958,11.520524572931464,6.984689930929758,0.0,0.7203333333333334
2020-06-25,Tesla,63.618,65.732,0.1078586666666666,0.9666125,303.841,182.58,0.0,0.0,0,215.46583279322937,213.34375145403345,204.106,273.70089648560526,134.51110351439473,50.82312767437449,7.896077757690904,7.166967496281988,0.0,0.8251714285714286
2020-06-26,Tesla,66.3187,63.9827,0.135785,0.95412,303.841,187.35,0.0,0.0,0,206.09388852881958,208.61761482602736,204.636,273.5114489602332,135.76055103976677,51.035742019434586,5.3469404778563785,6.802962092596866,0.0,0.0
2020-06-29,Tesla,64.6007,67.29,0.1422449999999999,0.99135,303.841,197.88,0.0,0.0,0,203.35592568587975,206.6653212212951,205.62600000000003,273.45550899517355,137.79649100482652,45.69619663889018,4.1288193557312525,6.268133545223744,0.0,0.0
2020-06-30,Tesla,67.1,71.9874,0.1756846666666666,0.7887181818181819,303.841,257.5,0.0,0.1920714285714286,0,221.4039504572532,215.90799009015052,208.125,279.8208862506292,136.42911374937077,51.36543673129039,7.883410278787267,6.591188891936449,0.0,0.0
2020-07-01,Tesla,72.2,74.642,0.122018,0.9247428571428572,258.278,261.77,0.0,0.974775,0,234.85930030483547,224.24653734648678,210.51500000000001,286.1120000797164,134.91799992028365,60.64205535126766,11.075828691109933,7.488116851771146,0.0,0.1920714285714286
2020-07-02,Tesla,81.432,80.5774,0.1198403333333333,0.57474,294.628,209.86,0.0,0.0,0,226.52620020322365,221.63080328348917,212.1935,286.0618560980721,138.3251439019279,54.24113904877309,9.30982227693417,7.852457936803751,0.0,0.974775
2020-07-06,Tesla,85.1127,91.4387,0.1109059999999999,0.98652,294.628,251.52,0.0,0.0,0,234.85746680214913,227.06520268649115,216.031,289.6874768724595,142.3745231275405,57.40356531372747,11.143409020506567,8.510648153544315,0.0,0.0
2020-07-07,Tesla,93.6674,92.6574,0.1354786666666666,0.88536,294.628,276.54,0.0,0.95882,0,248.75164453476611,236.06062037985637,220.984,297.00972844283154,144.95827155716847,52.326525091302585,14.448886850707112,9.698295892976875,0.0,0.0
2020-07-08,Tesla,93.6667,91.0587,0.0820266666666666,0.9535,294.628,274.43,0.0,0.964375,0,257.31109635651075,243.03687121988247,222.9625,302.48769809204475,143.43730190795526,51.57465140006802,16.705669915955866,11.099770697572673,0.0,0.95882
2020-07-09,Tesla,93.1327,92.952,0.1721668341708543,0.573475,294.628,252.94,0.0,0.0,0,255.85406423767384,244.83744008899475,223.38950000000006,303.4889893143587,143.2900106856414,58.409511092851275,16.569124797094304,12.193641517477,0.0,0.964375
2020-07-10,Tesla,93.0667,102.9767,0.1840846666666666,0.65624,294.628,262.33,0.0,0.0,0,258.0127094917826,248.01790552735932,227.8165,306.1409862633714,149.49201373662856,59.775394321766555,17.02238289716462,13.159389793414524,0.0,0.0
2020-07-13,Tesla,110.6001,99.804,0.2105916666666666,0.98136,294.628,248.23,0.0,0.0,0,254.75180632785504,248.05646815874852,231.695,305.6636060006826,157.7263939993174,57.98286413708691,16.058726047964285,13.739257044324477,0.0,0.0
2020-07-14,Tesla,103.7334,101.1201,0.0744323333333333,0.975775,294.628,277.9,0.0,0.9581333333333334,0,262.4678708852367,253.48256485715785,236.68950000000004,308.86305820666274,164.51594179333733,51.8635891970721,17.487556424824817,14.488916920424545,0.0,0.0
2020-07-15,Tesla,102.8667,103.0674,0.168286,0.9617714285714286,294.628,281.38,0.0,0.9832666666666666,0,268.7719139234912,258.5548257922201,237.96349999999998,312.4280346244916,163.49896537550836,53.51948642199749,18.685328869090768,15.32819931015779,0.0,0.9581333333333334
2020-07-16,Tesla,98.4774,100.0427,0.0513833333333333,0.9241222222222222,294.628,252.64,0.0,0.0,0,263.39460928232745,257.4794029209073,237.5685,311.6114088327914,163.5255911672086,61.419350632416226,17.118166779907824,15.686192804107797,0.0,0.9832666666666666
2020-07-17,Tesla,100.8967,100.0561,0.1810393333333333,0.8036,294.628,256.56,0.0,0.0,0,261.1164061882183,257.3122387534696,241.02450000000005,311.5863138790008,170.4626861209993,61.31215063253898,16.007960963255528,15.750546435937345,0.0,0.0
2020-07-20,Tesla,101.2674,109.5334,0.1767403333333333,0.7786500000000001,294.628,239.2,0.0,0.0,0,253.81093745881222,254.01910443465695,243.7415,309.19753820805795,178.28546179194205,56.60612649485196,13.570871380827043,15.314611424915284,0.0,0.0
2020-07-21,Tesla,109.3287,104.5574,0.1466636666666666,0.8466750000000001,294.628,262.9,0.0,0.8820333333333333,0,256.8406249725415,255.63381271926477,247.73600000000002,307.04953600725736,188.42246399274265,50.97536305180262,13.39741519652182,14.931172179236592,0.0,0.0
2020-07-22,Tesla,106.6001,106.1554,0.142802,0.5835818181818182,294.628,260.02,0.0,0.8289666666666666,0,257.900416648361,256.4313013157621,247.50650000000002,306.5801654391875,188.4328345608125,49.68231492575246,12.87909579062429,14.520756901514133,0.0,0.8820333333333333
2020-07-23,Tesla,111.9301,100.8714,0.1500189999999999,0.6423166666666666,294.628,251.51,0.0,0.0,0,255.770277765574,255.53651925835078,247.252,306.2044449205058,188.2995550794942,58.975132525966465,11.647374366737353,13.946080394558777,0.0,0.8289666666666666
2020-07-24,Tesla,94.4007,94.4667,0.128904,0.96488,294.628,246.38,0.0,0.0,0,252.64018517704935,253.87169757501425,250.44199999999995,300.9611509700712,199.92284902992873,48.685421994884905,10.140386078885882,13.1849415314242,0.0,0.0
2020-07-27,Tesla,95.6667,102.6401,0.1729739348370927,0.9717333333333332,294.628,219.8,0.0,0.0,0,241.6934567846996,247.6768434704662,252.0645,295.6620820068282,208.4669179931718,35.60336953212219,6.723795413715806,11.89271230788252,0.0,0.0
2020-07-28,Tesla,100.2667,98.4327,0.1202833333333333,0.7336142857142857,294.628,255.71,0.0,0.8145,0,246.36563785646644,249.1374173849269,254.956,290.31483029739536,219.5971697026046,45.945594732738456,6.834970300961885,10.881163906498394,0.0,0.0
2020-07-29,Tesla,100.0667,99.9407,0.148945,0.7877,294.628,266.44,0.0,0.9388,0,253.05709190431097,252.28334149675834,255.40299999999996,291.1214511363378,219.68454886366212,53.06678782371649,7.700136149363061,10.244958355071327,0.0,0.8145
2020-07-30,Tesla,99.2,99.166,0.1408066666666667,0.7457,294.628,232.1,0.0,0.0,0,246.07139460287397,248.61364304280227,253.91949999999997,290.96445844667386,216.87454155332608,43.83187104672516,5.5508485815934705,9.306136400375756,0.0,0.9388
2020-07-31,Tesla,101.0001,95.384,0.1542023333333333,0.5059199999999999,294.628,222.62,0.0,0.0,0,238.25426306858265,243.8875261259291,254.55749999999998,288.736104495549,220.37889550445095,44.67412552510086,3.0474369705877677,8.054396514418158,0.0,0.0
2020-08-03,Tesla,96.6134,99.0,0.1481753333333333,0.8519533333333332,295.32,207.67,0.0,0.0,0,228.05950871238844,237.30252137576014,252.365,292.47514020629234,212.25485979370768,34.44242612201498,-0.14124662174532432,6.415267887185462,0.0,0.0
2020-08-04,Tesla,99.6674,99.1334,0.2140236666666666,0.9217416666666668,295.32,259.32,0.0,0.4510499999999999,0,238.47967247492565,241.3056993074401,251.504,290.1413854405835,212.86661455941646,45.97268876880385,1.482334570834098,5.42868122391519,0.0,0.0
2020-08-05,Tesla,99.5327,99.0014,0.1292603535353535,0.95389,295.32,253.86,0.0,0.9648333333333332,0,243.60644831661713,243.58829943336008,250.4755,287.609167217939,213.341832782061,50.24341580207503,2.3019228605093076,4.803329551234013,0.0,0.4510499999999999
2020-08-06,Tesla,99.3887,99.3054,0.1657096666666666,0.97142,295.32,198.88,0.0,0.0,0,228.6976322110781,235.45951771820367,247.77249999999998,291.44524610820326,204.0997538917967,40.439567725253596,-1.4680512471298641,3.5490533915612374,0.0,0.9648333333333332
2020-08-07,Tesla,99.9692,96.8474,0.1647165829145728,0.90375,295.32,200.64,0.0,0.0,0,219.34508814071873,229.1286963148939,244.68799999999996,292.5452120066833,196.83078799331662,43.26015521219325,-4.26460587565478,1.986321538118034,0.0,0.0
2020-08-10,Tesla,96.5334,94.5714,0.1128948586118251,0.984,295.32,200.0,0.0,0.0,0,212.89672542714584,223.83256971218592,242.2765,294.0800773099239,190.47292269007605,38.041825095057035,-6.4580933381668615,0.29743856286105497,0.0,0.0
2020-08-11,Tesla,93.0667,91.626,0.1381836666666666,0.9870333333333332,295.32,245.34,0.0,0.62656,0,223.7111502847639,227.74301158269753,240.64849999999996,289.7123553959612,191.58464460403871,47.59706671904669,-4.486175044258459,-0.6592841585628479,0.0,0.0
2020-08-12,Tesla,98.0,103.6507,0.140033,0.7927555555555555,295.32,242.65,0.0,0.99785,0,230.0241001898426,230.45337311311616,238.71200000000005,283.9120100605486,193.51198993945152,48.52155920437859,-3.1046872066463607,-1.1483647681795506,0.0,0.62656
2020-08-13,Tesla,107.4001,108.0667,0.1665406666666666,0.69028,295.32,197.49,0.0,0.0,0,219.17940012656175,224.460032547095,235.9545,284.20305011729425,187.70594988270574,42.80330909412076,-5.589451012430089,-2.0365820170296587,0.0,0.99785
2020-08-14,Tesla,110.9994,110.0474,0.1708456666666666,0.6821,295.32,207.83,0.0,0.0,0,215.3962667510412,221.436390265805,233.51799999999997,282.3038964089116,184.73210359108836,48.14952230776366,-6.647662529640371,-2.958798119551801,0.0,0.0
2020-08-17,Tesla,111.8001,122.3761,0.178572,0.7425166666666666,295.32,216.12,0.0,0.0,0,215.6375111673608,220.46977385384042,232.36399999999998,281.6730649934301,183.05493500656982,43.30820459078462,-6.7396782479146395,-3.714974145224369,0.0,0.0
2020-08-18,Tesla,126.5994,125.8061,0.1391183333333333,0.7878000000000001,295.32,219.22,0.0,0.9399,0,216.83167411157388,220.24254224405126,230.18,277.6285733799182,182.73142662008186,41.807203830938995,-6.487671437469544,-4.2695136036734045,0.0,0.0
2020-08-19,Tesla,124.3334,125.2354,0.174744,0.97848,295.32,215.49,0.0,0.99315,0,216.38444940771592,219.37844365422376,227.9535,273.6532483696862,182.25375163031381,46.77563380828513,-6.513846484129687,-4.718380179764662,0.0,0.9399
2020-08-20,Tesla,124.0454,133.4554,0.1351563451776649,0.8065,295.32,222.72,0.0,0.0,0,218.49629960514397,219.98599935345578,226.51400000000004,270.8838709533965,182.14412904660355,50.019583268055776,-5.88336999380212,-4.951378142572153,0.0,0.99315
2020-08-21,Tesla,136.3174,136.6654,0.1375913333333333,0.4876749999999999,295.32,221.1,0.0,0.0,0,219.36419973676266,220.1885449255547,225.25,268.66708467994215,181.83291532005785,52.77490805405182,-5.451590749314107,-5.051420663920545,0.0,0.0
2020-08-24,Tesla,141.7517,134.2801,0.1665778270509977,0.9865666666666666,295.32,220.32,0.0,0.0,0,219.68279982450846,220.21244584818112,225.276,268.67996363176263,181.8720363682374,39.79698618668899,-5.113397999366953,-5.063816131009826,0.0,0.0
2020-08-25,Tesla,131.6594,134.8894,0.1277304020100502,0.9250285714285714,295.32,230.04,0.0,0.57966,0,223.13519988300567,221.99927387578452,223.9925,265.06256638211806,182.92243361788195,43.90418671307195,-4.01477521237851,-4.854007947283563,0.0,0.0
2020-08-26,Tesla,137.3334,143.5447,0.148642,0.88042,295.32,238.59,0.0,0.7040714285714286,0,228.2867999220038,225.01576953473278,222.6,259.26227029464894,185.93772970535105,63.32997650218194,-2.4262271574743863,-4.368451789321727,0.0,0.57966
2020-08-27,Tesla,145.3641,149.2501,0.11349,0.19766,295.32,213.21,0.0,0.0,0,223.26119994800254,222.86926598296316,221.6555,258.26053357678967,185.0504664232103,53.642000347685,-3.1786042978489775,-4.130482291027178,0.0,0.7040714285714286
2020-08-28,Tesla,153.0081,147.5601,0.1397023333333333,0.911275,295.32,209.21,0.0,0.0,0,218.5774666320017,220.38576307696982,220.98499999999999,258.0045655239084,183.96543447609153,52.61751833115444,-4.050938475659876,-4.114573527953718,0.0,0.0
2020-08-31,Tesla,148.2033,166.1067,0.1388823333333333,0.7462333333333334,295.32,214.11,0.0,0.0,0,217.08831108800115,219.2447152447935,221.30700000000002,257.949028845231,184.66497115476903,38.475164218761535,-4.297343447156578,-4.15112751179429,0.0,0.0
2020-09-01,Tesla,167.38,158.35,0.112262,0.6356499999999999,260.029,258.08,0.0,0.58178,0,230.7522073920008,226.30567610937646,221.24500000000003,257.61942797524546,184.87057202475458,54.364428353227346,-0.9338448527775824,-3.507670979990949,0.0,0.0
2020-09-02,Tesla,159.6633,149.1233,0.1331566666666666,0.96615,296.539,245.01,0.0,0.94106,0,235.50480492800054,229.706462271308,220.8025,255.6913194276137,185.9136805723863,66.42244954382085,0.6693958676364957,-2.67225761046546,0.0,0.58178
2020-09-03,Tesla,135.7433,135.6667,0.1028176666666666,0.82764,296.539,270.21,0.0,0.18085,0,247.0732032853337,237.0707418583429,224.369,264.0730307644875,184.66496923551247,69.54995612385608,3.928124114483552,-1.3521812654756575,0.0,0.94106
2020-09-04,Tesla,134.27,139.44,0.0594963333333333,0.979,296.539,210.6,0.0,0.0,0,234.91546885688913,232.25787970228052,224.86700000000002,263.5547040713945,186.17929592860554,48.691074646685,1.6812801584294448,-0.7454889806946372,0.0,0.18085
2020-09-08,Tesla,118.6667,110.07,0.1654163333333333,0.82028,296.539,251.49,0.0,0.9699333333333334,0,240.44031257125943,235.75462884732042,227.4415,266.0143648963982,188.86863510360175,56.489040820430326,3.163652783647109,0.03633937217371197,0.0,0.0
2020-09-09,Tesla,118.8667,122.0933,0.0608486666666666,0.94414,296.539,248.5,0.0,0.89072,0,243.1268750475063,238.07196905689852,227.59949999999998,266.50550791110476,188.69349208889517,56.65765802105602,4.050484295898627,0.8391683569186951,0.0,0.9699333333333334
2020-09-10,Tesla,128.7367,123.78,0.1087839999999999,0.9879333333333332,296.539,216.27,0.0,0.0,0,234.17458336500422,234.10797468291696,226.2805,264.82510900252976,187.73589099747025,48.818291744531166,2.1280818135213053,1.0969510482392173,0.0,0.89072
2020-09-11,Tesla,127.3133,124.24,0.1243589999999999,0.1645,296.539,226.17,0.0,0.0,0,231.5063889100028,232.66470655875023,227.7145,263.8050437243025,191.62395627569748,50.901525658807216,1.3874179676300287,1.1550444321173796,0.0,0.0
2020-09-14,Tesla,126.9833,139.8733,0.1726043333333333,0.94638,296.539,230.29,0.0,0.0,0,231.10092594000187,232.23294172988653,228.8375,263.69970144330654,193.97529855669345,51.752012090113524,1.119975718368977,1.1480306893676993,0.0,0.0
2020-09-15,Tesla,145.52,149.92,0.165267,0.63516,296.539,276.04,0.0,0.9374714285714286,0,246.08061729333463,240.1978614153617,231.83350000000002,271.9906729320521,191.6763270679479,57.174943848265535,4.547250586117514,1.8278746687176621,0.0,0.0
2020-09-16,Tesla,146.6233,147.2533,0.182931,0.6831333333333333,296.539,274.39,0.0,0.9664857142857144,0,255.51707819555645,246.41461388529592,234.592,278.5048608903923,190.6791391096077,55.70681629790218,7.048992997189828,2.8720983344120956,0.0,0.9374714285714286
2020-09-17,Tesla,138.5333,141.1433,0.2043513333333333,0.94333,296.539,226.78,0.0,0.0,0,245.93805213037098,242.84468408796937,235.1565,278.3192999067423,191.9937000932577,52.020006549763316,5.130768470284238,3.3238323615865246,0.0,0.9664857142857144
2020-09-18,Tesla,149.3133,147.3833,0.1832906666666666,0.8302999999999999,296.539,227.87,0.0,0.0,0,239.915368086914,240.1220142537931,235.414,278.3251200898837,192.5028799101163,52.80197008829359,3.656367277178333,3.390339344704887,0.0,0.0
2020-09-21,Tesla,151.0433,149.7967,0.1390816666666666,0.5154428571428571,296.539,238.25,0.0,0.0,0,239.360245391276,239.78164802583072,236.2715,278.66049125952395,193.88250874047603,53.56615257342079,3.287575832127459,3.369786642189401,0.0,0.0
2020-09-22,Tesla,143.2,141.41,0.0917505,0.9850857142857142,296.539,255.7,0.0,0.9782333333333332,0,244.8068302608507,242.67589383931605,238.04049999999998,280.5792879841198,195.5017120158802,49.61851638135539,4.35319420615167,3.5664681549818553,0.0,0.0
2020-09-23,Tesla,135.0533,126.7867,0.1462596666666666,0.62655,296.539,244.88,0.0,0.97616,0,244.83122017390048,243.07664041398584,238.78249999999997,281.2513487073327,196.31365129266726,49.97901126933385,4.275337442710253,3.708242012527535,0.0,0.9782333333333332
